Customer,Birth_Year,Highest_Education,Marital_Status,Household_Income ,Kid_home,Teen_home,Enrollment_Date,Last_purchase,AmountFruits,AmountMeat,AmountFish,AmountSweet,AmountGold,Deals,Web,Catalog,Store,WebVisits,ad1,ad2,ad3,ad4,ad5,ad6,Complain,Location
2694,1967,Graduation,Married,"$42,664.00 ",0,1,3/18/2014,44,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,SP
2698,1976,Graduation,Single,"$47,025.00 ",0,1,11/7/2013,52,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US
2711,1976,Master,Together,"$30,560.00 ",1,0,6/27/2013,6,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,CA
2715,1966,Master,Divorced,"$29,435.00 ",1,1,8/6/2012,11,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA
2724,1981,Master,Single,"$36,143.00 ",1,0,3/30/2014,33,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP
2727,1973,Graduation,Together,"$57,100.00 ",0,0,12/4/2013,19,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA
2730,1955,Graduation,Single,"$80,317.00 ",0,0,8/20/2013,64,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,CA
2781,1981,Graduation,Single,"$72,066.00 ",0,0,6/23/2014,55,34,536,134,51,34,1,4,6,6,2,1,0,0,0,1,1,0,SA
2782,1961,PhD,Married,"$54,456.00 ",0,1,7/11/2013,23,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP
2793,1976,PhD,Divorced,"$70,179.00 ",0,1,7/21/2013,10,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,SA
2795,1958,Master,Single,"$30,523.00 ",2,1,7/1/2013,0,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,CA
2797,1977,Graduation,Married,"$72,117.00 ",0,1,8/20/2013,34,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP
2798,1977,PhD,Together,"$102,160.00 ",0,0,11/2/2012,54,29,138,76,176,58,0,7,9,10,4,1,0,0,1,1,1,0,SA
2802,1992,2n Cycle,Married,"$87,000.00 ",0,0,12/15/2012,61,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,AUS
2807,1969,Graduation,Married,"$56,796.00 ",0,1,2/16/2013,24,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP
2811,1963,PhD,Single,"$48,918.00 ",1,1,4/12/2014,21,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP
2814,1976,Master,Together,"$30,560.00 ",1,0,6/27/2013,6,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,SA
2815,1975,Graduation,Married,"$33,183.00 ",1,0,2/24/2014,46,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,SP
2826,1967,Graduation,Married,"$22,574.00 ",2,1,10/28/2013,28,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
2829,1955,Graduation,Married,"$65,210.00 ",0,1,3/10/2014,25,0,70,0,7,28,2,9,3,8,6,1,0,0,1,0,0,0,CA
2836,1972,PhD,Married,"$43,269.00 ",1,0,9/16/2013,61,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER
2849,1979,Graduation,Single,"$60,474.00 ",0,1,4/1/2013,25,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA
2863,1970,Graduation,Single,,1,2,8/23/2013,67,20,172,52,50,20,6,2,3,10,7,1,0,0,1,0,0,0,SP
2868,1949,PhD,Single,"$26,518.00 ",1,1,4/8/2013,33,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US
2870,1973,Graduation,Married,"$49,094.00 ",0,1,9/21/2012,6,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,SP
2874,1988,2n Cycle,Divorced,"$35,388.00 ",1,0,3/7/2013,20,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,SA
2877,1974,Master,Together,"$46,014.00 ",1,1,1/21/2013,21,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA
2882,1975,2n Cycle,Divorced,"$67,893.00 ",0,1,10/1/2012,31,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA
2891,1963,Graduation,Divorced,"$68,118.00 ",0,1,10/18/2013,51,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US
2920,1975,PhD,Single,"$52,614.00 ",0,1,12/1/2012,63,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,ME
2926,1952,Master,Together,"$55,951.00 ",0,1,8/23/2012,62,0,80,0,13,40,3,3,6,11,8,0,1,0,1,0,0,0,SA
2928,1975,PhD,Single,"$52,614.00 ",0,1,12/1/2012,63,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,SP
2929,1976,Graduation,Single,"$20,180.00 ",0,0,2/20/2013,27,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP
2930,1978,Master,Single,"$68,092.00 ",0,0,12/16/2013,7,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,SA
2936,1982,Master,Together,"$23,661.00 ",1,0,12/4/2013,46,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,SA
2937,1974,PhD,Single,"$68,352.00 ",0,1,8/28/2013,47,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,CA
2942,1964,Graduation,Single,"$45,906.00 ",0,1,5/7/2013,20,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,0,SP
2945,1955,PhD,Together,"$46,015.00 ",1,1,4/13/2014,25,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0,CA
2958,1978,Graduation,Married,"$28,442.00 ",2,0,2/24/2014,53,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP
2963,1979,Graduation,Together,"$75,507.00 ",0,0,5/2/2014,56,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS
2964,1981,Graduation,Married,"$26,872.00 ",0,0,10/16/2013,0,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,CA
2968,1943,PhD,Divorced,"$48,948.00 ",0,0,2/1/2013,53,8,206,160,49,42,2,7,10,5,6,0,0,1,0,0,1,0,AUS
2980,1952,Master,Single,"$8,820.00 ",1,1,3/22/2013,52,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA
2995,1957,Master,Together,"$66,636.00 ",0,0,8/17/2013,64,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,SP
3005,1992,Graduation,Single,"$83,528.00 ",0,0,5/1/2014,7,117,678,134,44,147,1,4,10,8,1,1,0,1,0,0,1,0,SP
3007,1966,Graduation,Together,"$37,758.00 ",1,1,10/4/2012,49,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,IND
3009,1962,PhD,Widow,"$71,670.00 ",0,0,7/9/2013,8,16,128,0,0,160,1,5,3,6,6,0,1,0,1,1,1,0,SP
3011,1965,Graduation,Married,"$69,139.00 ",0,1,1/27/2014,23,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA
3025,1958,Graduation,Single,"$49,967.00 ",0,1,7/8/2013,4,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,CA
3033,1963,Master,Together,"$38,620.00 ",0,0,5/11/2013,56,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS
3037,1983,PhD,Married,"$50,150.00 ",0,0,6/20/2013,32,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA
3050,1966,Graduation,Married,"$54,198.00 ",1,1,12/17/2013,13,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP
3056,1978,Graduation,Divorced,"$63,693.00 ",0,1,10/14/2013,63,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA
3066,1975,PhD,Together,"$61,905.00 ",0,1,2/4/2014,2,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,SA
3068,1990,Graduation,Married,"$18,351.00 ",0,0,10/29/2013,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,SP
3074,1984,PhD,Married,"$70,643.00 ",0,0,10/15/2012,66,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,SP
3075,1972,PhD,Married,"$59,973.00 ",0,0,9/11/2013,47,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,SP
3076,1975,Graduation,Together,"$66,653.00 ",1,1,9/7/2012,18,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS
3081,1978,PhD,Married,"$41,014.00 ",1,0,4/22/2013,65,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
3091,1981,2n Cycle,Together,"$75,774.00 ",1,0,5/2/2014,27,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA
3099,1970,Graduation,Divorced,"$44,267.00 ",1,1,2/25/2013,48,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,SP
3102,1981,2n Cycle,Together,"$19,414.00 ",1,0,10/16/2013,32,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA
3107,1976,Graduation,Together,"$71,322.00 ",0,1,5/2/2014,31,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS
3112,1977,Master,Married,"$22,701.00 ",1,0,9/5/2013,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,SP
3120,1981,Graduation,Together,"$38,547.00 ",1,0,8/28/2013,49,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,CA
3129,1983,Graduation,Married,"$30,096.00 ",1,0,5/22/2014,30,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP
3139,1982,2n Cycle,Single,"$74,116.00 ",0,0,12/30/2013,53,111,704,145,55,166,1,4,4,10,2,0,0,0,1,0,0,0,SA
3153,1957,PhD,Single,"$40,737.00 ",2,1,12/8/2013,24,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA
3158,1973,Graduation,Married,"$32,300.00 ",1,0,1/3/2013,1,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,SP
3174,1959,Graduation,Together,"$87,771.00 ",0,1,5/22/2013,61,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,1,0,SP
3197,1980,Graduation,Married,"$77,353.00 ",0,1,12/16/2013,38,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,SP
3202,1987,PhD,Married,"$51,563.00 ",0,0,10/1/2012,60,0,48,0,0,36,1,4,4,10,8,0,0,0,1,1,0,0,SA
3220,1983,Graduation,Married,"$39,922.00 ",1,0,2/14/2013,30,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER
3254,1971,Graduation,Married,"$70,886.00 ",1,0,10/14/2013,65,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,SP
3262,1958,Graduation,Single,"$68,281.00 ",0,0,8/7/2012,31,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP
3265,1959,Graduation,Married,"$35,701.00 ",0,0,3/19/2013,36,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,SP
3267,1963,Master,Together,"$57,288.00 ",0,1,6/25/2014,27,0,21,0,0,60,3,8,1,8,6,0,0,0,1,0,0,0,CA
3276,1976,2n Cycle,Together,"$36,301.00 ",1,0,10/25/2013,53,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA
3277,1955,Graduation,Divorced,"$49,431.00 ",0,1,8/3/2012,9,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP
3281,1960,PhD,Married,"$49,154.00 ",1,1,11/3/2013,69,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,SP
3283,1972,2n Cycle,Married,"$70,932.00 ",0,1,1/19/2014,57,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP
3308,1952,Graduation,Married,"$35,704.00 ",1,1,1/3/2014,54,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA
3312,1988,Graduation,Single,"$34,176.00 ",1,0,5/12/2014,12,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND
3321,1967,PhD,Together,"$56,575.00 ",0,2,5/5/2013,42,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,CA
3334,1951,Graduation,Married,"$94,642.00 ",0,0,2/12/2014,35,143,797,106,143,143,0,5,7,9,1,1,0,0,0,1,0,0,SP
3340,1977,Graduation,Married,"$42,014.00 ",1,0,8/17/2012,56,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA
3376,1970,Master,Divorced,"$55,282.00 ",1,0,12/13/2013,9,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,SP
3381,1953,Master,Married,"$54,348.00 ",1,1,6/8/2014,51,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA
3388,1967,Graduation,Divorced,"$70,844.00 ",1,1,10/30/2013,16,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER
3389,1970,Graduation,Married,"$69,016.00 ",0,1,11/22/2012,61,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,SP
3403,1958,PhD,Together,"$78,952.00 ",0,1,9/24/2012,11,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP
3409,1984,Graduation,Single,"$36,108.00 ",1,0,10/15/2013,68,8,129,3,11,47,3,7,1,4,9,0,0,1,0,0,0,0,SA
3412,1951,Master,Married,"$67,381.00 ",0,1,1/15/2013,67,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0,0,SP
3421,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/2013,64,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,AUS
3422,1975,Graduation,Married,"$76,068.00 ",0,1,11/29/2012,67,12,128,33,12,76,1,2,3,4,6,0,1,0,1,0,0,0,GER
3427,1955,PhD,Married,"$59,821.00 ",0,1,4/12/2013,11,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA
3428,1991,PhD,Together,"$68,682.00 ",0,0,10/6/2013,56,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP
3433,1955,2n Cycle,Married,"$72,635.00 ",0,0,6/3/2013,54,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,SP
3434,1951,Graduation,Single,"$80,872.00 ",0,0,5/12/2014,60,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,SP
3436,1969,Graduation,Married,"$14,045.00 ",1,0,1/26/2014,24,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP
3439,1972,Graduation,Married,"$56,721.00 ",1,1,10/31/2012,64,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,SP
3445,1956,Graduation,Single,"$60,714.00 ",0,0,1/17/2013,56,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA
3463,1975,PhD,Married,"$69,283.00 ",0,1,6/14/2014,41,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,IND
3478,1971,PhD,Married,"$60,585.00 ",1,1,6/24/2013,17,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA
3479,1950,Graduation,Single,"$16,813.00 ",0,0,7/19/2013,49,8,11,12,2,13,1,2,0,3,7,0,0,1,0,0,0,0,CA
3491,1975,Graduation,Together,"$55,914.00 ",0,1,4/29/2013,32,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US
3498,1976,PhD,Married,"$55,424.00 ",0,1,11/25/2012,6,61,184,10,53,107,4,7,5,9,6,0,0,1,0,0,1,0,SP
3507,1970,Graduation,Single,"$76,467.00 ",1,0,8/17/2012,44,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,1,0,US
3517,1952,Graduation,Single,"$40,887.00 ",1,1,5/6/2013,32,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP
3518,1983,Graduation,Married,"$25,271.00 ",1,0,12/5/2012,45,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,IND
3524,1971,Master,Single,"$39,763.00 ",1,0,8/4/2013,9,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP
3525,1970,Graduation,Together,"$38,200.00 ",1,1,12/7/2012,19,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
3526,1968,PhD,Married,"$38,443.00 ",1,1,1/27/2014,58,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP
3535,1965,Graduation,Single,"$66,294.00 ",0,0,3/17/2014,68,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,SP
3536,1960,Graduation,Together,"$19,740.00 ",0,1,3/24/2013,65,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,IND
3537,1981,Graduation,Together,"$31,089.00 ",1,0,8/17/2012,57,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP
3547,1969,Master,Together,"$41,021.00 ",1,0,12/30/2012,12,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA
3551,1954,Master,Together,"$60,033.00 ",0,1,3/29/2014,28,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP
3560,1952,Graduation,Together,"$83,844.00 ",0,0,5/12/2013,57,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0,GER
3565,1955,Master,Married,"$38,452.00 ",1,1,3/30/2014,62,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP
3570,1969,PhD,Together,"$42,731.00 ",1,0,10/21/2013,64,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,SA
3571,1961,PhD,Together,"$63,342.00 ",0,1,10/16/2012,48,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,1,0,SP
3578,1949,Graduation,Divorced,"$49,160.00 ",0,1,10/20/2013,29,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP
3584,1955,PhD,Single,"$49,667.00 ",0,0,8/20/2012,35,26,120,17,13,39,2,5,10,5,8,0,0,1,0,0,1,0,CA
3595,1963,Graduation,Together,"$77,226.00 ",0,1,2/28/2014,29,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP
3598,1972,Graduation,Married,"$62,710.00 ",0,1,5/23/2013,53,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP
3599,1970,Graduation,Married,"$63,684.00 ",0,1,11/26/2012,61,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,SP
3602,1958,Master,Married,"$51,412.00 ",0,1,12/31/2013,42,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,SP
3619,1960,2n Cycle,Divorced,"$87,305.00 ",0,0,9/23/2012,19,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,1,0,AUS
3623,1976,Graduation,Together,"$21,675.00 ",1,0,6/11/2014,55,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND
3629,1978,Graduation,Single,"$38,557.00 ",1,0,12/19/2012,17,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA
3635,1962,PhD,Single,"$52,597.00 ",0,1,5/7/2014,69,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,SA
3643,1974,Master,Married,"$63,206.00 ",0,0,3/20/2014,65,8,125,11,8,26,1,4,3,6,2,0,0,0,0,1,0,0,CA
3645,1972,PhD,Single,"$27,213.00 ",1,0,8/30/2012,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,SP
3657,1986,Graduation,Single,"$39,146.00 ",1,0,2/14/2013,1,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,SP
3661,1995,2n Cycle,Single,"$80,617.00 ",0,0,10/12/2012,42,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,0,0,IND
3665,1977,2n Cycle,Together,"$25,315.00 ",1,0,11/7/2013,46,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,SP
3667,1969,Graduation,Married,"$80,952.00 ",0,0,2/28/2013,20,178,689,41,27,44,1,8,5,11,8,1,0,0,1,1,1,0,GER
3673,1971,Graduation,Single,"$55,239.00 ",0,1,7/14/2013,59,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA
3678,1973,Graduation,Widow,"$60,208.00 ",1,1,10/7/2012,13,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,1,0,SP
3690,1986,Master,Married,"$80,141.00 ",0,0,1/11/2013,20,102,673,52,40,40,1,7,4,10,6,0,0,0,0,1,1,0,SP
3696,1965,Graduation,Divorced,"$30,630.00 ",1,1,1/27/2014,67,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,SP
3697,1954,Graduation,Together,"$39,898.00 ",0,1,2/12/2013,20,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,CA
3698,1983,Graduation,Together,"$78,687.00 ",0,0,8/9/2012,13,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,1,0,SP
3706,1978,Graduation,Single,"$28,647.00 ",1,0,8/21/2013,54,8,29,0,12,26,1,2,2,2,7,0,0,1,0,0,1,0,SP
3710,1984,PhD,Single,"$39,684.00 ",1,0,10/12/2012,41,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,SP
3711,1944,Master,Married,"$80,184.00 ",0,0,3/1/2014,19,134,670,25,38,0,1,6,3,10,3,1,0,0,0,1,0,0,SP
3712,1959,Graduation,Divorced,"$52,332.00 ",0,0,8/28/2013,63,5,33,7,0,2,1,3,2,6,4,0,0,0,1,0,0,0,IND
3725,1961,PhD,Single,"$84,865.00 ",0,0,5/9/2013,1,16,349,43,16,16,1,2,4,9,4,1,1,0,1,1,1,0,SP
3726,1986,PhD,Together,"$34,320.00 ",1,0,2/16/2014,66,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,SA
3749,1973,Graduation,Together,"$73,926.00 ",0,0,3/2/2013,54,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA
3759,1958,Graduation,Together,"$65,196.00 ",0,2,7/25/2013,34,19,181,12,0,200,2,7,6,11,5,0,0,1,0,0,0,0,SP
3762,1986,PhD,Single,"$69,867.00 ",0,0,4/2/2013,30,0,512,33,130,54,1,3,5,8,1,1,0,0,0,0,1,0,SA
3766,1959,Master,Widow,"$33,051.00 ",0,0,8/16/2012,15,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP
3767,1968,Graduation,Married,"$61,314.00 ",0,1,4/25/2013,1,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,SP
3769,1972,PhD,Together,,1,0,3/2/2014,17,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS
3783,1959,PhD,Married,"$52,854.00 ",1,1,3/24/2014,43,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,SA
3790,1956,Graduation,Together,"$34,633.00 ",2,1,1/23/2014,31,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA
3799,1955,Graduation,Married,"$67,225.00 ",0,1,11/26/2013,4,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,US
3828,1951,Graduation,Married,"$71,107.00 ",0,1,2/17/2013,61,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP
3830,1953,Master,Married,"$59,354.00 ",0,2,4/24/2014,59,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA
3834,1962,Graduation,Single,"$69,627.00 ",0,1,3/17/2013,35,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,US
3850,1963,Basic,Together,"$14,918.00 ",0,1,12/7/2012,52,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND
3852,1961,Master,Together,"$74,881.00 ",1,1,3/8/2013,48,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,IND
3859,1947,PhD,Together,"$73,059.00 ",0,1,8/31/2013,36,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SA
3865,1977,2n Cycle,Together,"$20,981.00 ",0,0,4/30/2013,14,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA
3867,1947,PhD,Together,"$73,059.00 ",0,1,8/31/2013,36,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP
3870,1978,2n Cycle,Together,"$63,855.00 ",0,0,2/9/2013,28,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER
3878,1980,2n Cycle,Single,"$31,859.00 ",1,0,2/27/2014,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
3885,1983,PhD,Married,"$33,569.00 ",1,0,10/16/2013,10,2,18,3,0,24,1,1,1,2,8,0,0,1,0,0,1,0,SP
3887,1970,Graduation,Single,"$27,242.00 ",1,0,11/11/2012,2,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,1,0,IND
3896,1984,Graduation,Married,"$27,255.00 ",1,0,11/7/2013,3,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,SP
3900,1972,Graduation,Married,"$65,685.00 ",0,1,3/29/2014,54,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA
3919,1976,Master,Single,"$72,309.00 ",0,0,3/11/2013,64,0,883,50,38,0,1,5,6,8,3,1,0,0,0,0,1,0,CA
3924,1965,PhD,Divorced,"$57,912.00 ",0,1,3/17/2014,34,0,80,0,0,35,5,8,3,12,5,0,0,0,1,0,0,0,SA
3933,1980,Graduation,Together,"$44,010.00 ",1,0,10/13/2012,46,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,SA
3934,1966,Graduation,Married,"$61,286.00 ",0,1,8/2/2013,34,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,IND
3955,1965,Graduation,Divorced,"$4,861.00 ",0,0,6/22/2014,20,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,SA
3967,1971,PhD,Married,"$78,931.00 ",0,0,10/25/2013,19,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA
3969,1974,Master,Together,"$43,018.00 ",0,1,11/1/2013,46,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,GER
4001,1946,PhD,Together,"$64,014.00 ",2,1,6/10/2014,56,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0,SA
4002,1960,PhD,Married,"$77,037.00 ",0,1,10/13/2013,3,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,SP
4012,1972,PhD,Together,"$62,220.00 ",0,1,8/11/2012,55,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER
4023,1970,Graduation,Married,"$22,979.00 ",1,0,9/6/2012,29,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP
4047,1954,PhD,Married,"$65,324.00 ",0,1,1/11/2014,0,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,US
4050,1966,Master,Married,"$49,605.00 ",0,0,6/21/2014,65,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,CA
4055,1992,Basic,Single,"$18,746.00 ",1,0,5/29/2014,41,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,SP
4065,1976,PhD,Married,"$49,544.00 ",1,0,2/12/2013,0,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,SP
